,Name,Star Rating,State,Date,Players,Matches
1873,2017 Triangle September Open,2,North Carolina,09/16/2017 -09/16/2017,43,172
1874,Princeton Pong Open,2,NJ,09/16/2017 -09/16/2017,60,226
1875,2017 NJTTC September Giant RR,2,NJ,09/10/2017 -09/10/2017,18,54
1876,2nd Westchester Over-40 Table Tennis Open,4,New York,09/09/2017 -09/10/2017,65,286
1877,Atlanta Fall Open 2017,2,Georgia,09/09/2017 -09/09/2017,80,317
1878,September Open,1,IL,09/09/2017 -09/09/2017,81,192
1879,$3000 Presper Financial Architects Open,2,OH,09/08/2017 -09/09/2017,106,636
1880,AACCT September Open,0,New York,09/03/2017 -09/03/2017,34,107
1881,2017 JOOLA LA Open Tournament,4,CA,09/02/2017 -09/03/2017,307,1063
1882,Robopong September 2017 BTTC Open,4,Florida,09/02/2017 -09/03/2017,106,469
1883,HCTT Circuit 2017,0,MD,09/02/2017 -09/02/2017,31,123
1884,"Rose City Sanc League Sep 2, 2017",0,TX,09/02/2017 -09/02/2017,4,6
1885,2017 Butterfly Texas State Table Tennis Championship,3,Texas,09/02/2017 -09/02/2017,75,245
1886,Westchester 2017 August Open,4,New York,08/26/2017 -08/27/2017,133,516
1887,2017 Xiom August Open,2,CA,08/25/2017 -08/27/2017,70,169
1888,5th Annual Robert Bluestone Memorial,2,Texas,08/26/2017 -08/26/2017,18,72
1889,Butterfly MDTTC August Open,3,Maryland,08/26/2017 -08/26/2017,71,290
1890,Rose City Sanctioned League August 26 2017,0,TX,08/26/2017 -08/26/2017,8,16
1891,Lee Rittenburg Memorial Cup August 2017,2,California,08/26/2017 -08/26/2017,76,229
1892,Spokane Giant RR,1,WA,08/26/2017 -08/26/2017,35,172
1893,NYISC August 2017 Open,2,New York,08/20/2017 -08/20/2017,27,97
1894,TT&M August Open 2017,1,Arizona,08/19/2017 -08/20/2017,20,63
1895,2017 Triangle Summer Two Person Teams Tournament,4,North Carolina,08/19/2017 -08/20/2017,65,266
1896,2017 Hawkeye Open,3,IA,08/19/2017 -08/20/2017,117,628
1897,Paddle Palace Club Summer Open,2,OR,08/19/2017 -08/19/2017,54,202
1898,Princeton Pong August Open,2,New Jersey,08/19/2017 -08/19/2017,55,198
1899,Sacramento Summer Open,2,California,08/19/2017 -08/19/2017,109,465
1900,Florida Orange Blossom Series Summer Classic 2017,2,Florida,08/18/2017 -08/19/2017,68,273
1901,2017 NJTTC August Giant RR,2,NJ,08/13/2017 -08/13/2017,21,72
1902,2017 Rose City Grand Summer RR,1,TX,08/12/2017 -08/12/2017,37,124
1903,2017 Edgeball Chicago International Open,4,IL,08/12/2017 -08/12/2017,219,900
1904,AACCT August Open,0,NY,08/06/2017 -08/06/2017,25,71
1905,GHTTC August 2017 Open,2,CT,08/06/2017 -08/06/2017,26,92
1906,Spin & Smash $2000+ Summer Open,2,OH,08/04/2017 -08/06/2017,52,168
1907,Knoxville Joseph Newgarden Summer Gold Dollar Upset Open,2,TN,08/05/2017 -08/05/2017,36,151
1908,2017 Jacksonville Florida August Classic Open,2,FL,08/05/2017 -08/05/2017,34,116
1909,Trolley Car TTC August 2017 Open,2,PA,08/05/2017 -08/05/2017,18,76
1910,LYTTC August Open 2017,2,New Jersey,08/05/2017 -08/05/2017,50,172
1911,Westchester 2017 July Open,4,Pleasantville,07/29/2017 -07/30/2017,155,602
1912,NYISC July Open,2,NY,07/23/2017 -07/23/2017,29,87
1913,2017 Arizona Sizzler Open,1,AZ,07/22/2017 -07/23/2017,65,261
1914,2017 SPTTC July Open,1,WA,07/22/2017 -07/23/2017,82,321
1915,2017 Rocky Mountain State Games,0,CO,07/22/2017 -07/23/2017,60,198
1916,Princeton Pong Open,2,NJ,07/22/2017 -07/22/2017,63,209
1917,2017 JAMTOWN Summer Open,2,CA,07/22/2017 -07/22/2017,50,146
1918,LATTA Open July 2017,2,CA,07/22/2017 -07/22/2017,58,163
1919,2017 Triangle July Open,2,NC,07/22/2017 -07/22/2017,57,217
1920,2017 Austin Summer Open,3,TX,07/22/2017 -07/22/2017,73,269
1921,Mid-Florida Table Tennis Tour- 2017- July Classic Open,2,FL,07/21/2017 -07/22/2017,97,458
1922,Rose City Table Tennis League,0,TX,07/20/2017 -07/20/2017,5,8
1923,2017 NJTTC July Giant RR,2,NJ,07/16/2017 -07/16/2017,20,77
1924,Georgia Games,2,GA,07/15/2017 -07/16/2017,90,259
1925,Homenetmen Ararat Open,0,Ca,07/15/2017 -07/16/2017,75,262
1926,2017 Fremont July Open,2,CA,07/14/2017 -07/16/2017,71,182
1927,Pensacola's 17th Annual Summer Open,2,FL,07/15/2017 -07/15/2017,50,221
1928,2017 Aurora Summer Open,2,IL,07/15/2017 -07/15/2017,91,308
1929,AACCT July 2017 Open,0,NY,07/09/2017 -07/09/2017,35,100
1930,DTTA Open Sanctioned MENSUAL Tournament,0,CO,07/08/2017 -07/09/2017,24,105
1931,HCTT Circuit 2017,0,MD,07/08/2017 -07/08/2017,24,83
1932,2017 SuperMicro US Nationals,5,Nevada,07/03/2017 -07/08/2017,726,6111
1933,Westchester 2017 June Open,4,NY,06/25/2017 -06/25/2017,134,543
1934,TT&M June Open,1,AZ,06/24/2017 -06/25/2017,33,154
1935,2017 Alameda Summer Open,2,CA,06/24/2017 -06/25/2017,106,370
1936,Texas Wesleyan University Open 2017,1,TX,06/24/2017 -06/24/2017,55,188
1937,2017 Summer State Games of Oklahoma,0,OK,06/24/2017 -06/24/2017,29,128
1938,24th Butterfly Cape Fear Open,1,NC,06/24/2017 -06/24/2017,36,101
1939,2017 Butterfly WDCTT June Open,2,DC,06/24/2017 -06/24/2017,49,219
1940,LATTA Open,2,CA,06/24/2017 -06/24/2017,67,206
1941,Robo-Pong 2017 June Mary Prager In Memorium Open,4,FL,06/23/2017 -06/24/2017,118,553
1942,NYISC June 2017 Open,2,NY,06/18/2017 -06/18/2017,45,150
1943,2017 Triangle June Open,2,NC,06/18/2017 -06/18/2017,41,131
1944,LYTTC June Open,2,NJ,06/18/2017 -06/18/2017,59,217
1945,Florida Sunshine State Games 2017,0,FL,06/17/2017 -06/18/2017,82,429
1946,Rose City Table Tennis League,0,TX,06/17/2017 -06/17/2017,5,9
1947,Davison Michigan Athletic Club June 2017 Open,0,MI,06/17/2017 -06/17/2017,20,81
1948,AACCT June 2017 Open,0,NY,06/11/2017 -06/11/2017,49,164
1949,2017 NJTTC June Giant RR,2,NJ,06/11/2017 -06/11/2017,15,48
1950,GHTTC June 2017 Open,2,CT,06/11/2017 -06/11/2017,15,34
1951,Maryland State Championships,3,MD,06/10/2017 -06/11/2017,83,311
1952,2017 BTTC Summer Open,0,WA,06/10/2017 -06/11/2017,63,228
1953,Missouri Show-Me State Games Open,2,MO,06/10/2017 -06/10/2017,39,167
1954,CTT June Annual Tournament,2,CA,06/10/2017 -06/10/2017,66,194
1955,Trolley Car TTC June 2017 Open,2,PA,06/03/2017 -06/04/2017,23,73
1956,2017 Virginia State Championships,2,VA,06/03/2017 -06/04/2017,47,218
1957,2017 Meiklejohn North American Seniors Open,2,CA,06/01/2017 -06/04/2017,189,558
1958,Atlanta Open,2,GA,06/03/2017 -06/03/2017,75,243
1959,2017 Rose City Open,2,OR,06/03/2017 -06/03/2017,54,189
1960,New England Juniors Table Tennis Championship,2,MA,06/03/2017 -06/03/2017,25,54
1961,Westchester 2017 May Open,4,NY,05/27/2017 -05/28/2017,125,512
1962,America's Team Championship,4,IL,05/27/2017 -05/28/2017,191,1223
1963,Rose City Table Tennis League,0,Texas,05/27/2017 -05/27/2017,5,10
1964,San Diego Open III 10K Tournament,3,CA,05/27/2017 -05/27/2017,194,694
1965,"AACCT May 21, 2017 Open",0,NY,05/21/2017 -05/21/2017,27,75
1966,"2017 Triangle May ""Upside Down"" Open Tournament",4,NC,05/20/2017 -05/21/2017,73,342
1967,Princeton Pong May Open,2,NJ,05/20/2017 -05/20/2017,52,138
1968,2017 Pittsburgh Steel City Open,3,PA,05/20/2017 -05/20/2017,99,401
1969,Sacramento Spring Open,2,CA,05/20/2017 -05/20/2017,140,573
1970,LATTA Open May 2017,2,CA,05/20/2017 -05/20/2017,62,199
1971,2017 Alabama Championships,2,AL,05/20/2017 -05/20/2017,41,136
1972,The 88th New Jersey State Table Tennis Championships,2,New Jersey,05/13/2017 -05/14/2017,77,248
1973,2017 Jim Wang Memorial Tournament,1,TX,05/13/2017 -05/13/2017,22,81
1974,LISC May 2017 Open,2,NY,05/13/2017 -05/13/2017,46,156
1975,Joseph Bae Open,2,CA,05/13/2017 -05/13/2017,83,229
1976,Second Annual Hawkeye USATT Open,3,IA,05/13/2017 -05/13/2017,41,180
1977,2017 Wilmington Open,0,NC,05/13/2017 -05/13/2017,16,58
1978,Windy City Open,1,IL,05/13/2017 -05/13/2017,64,215
1979,2nd Annual Bricker Challenge 2017,2,IN,05/13/2017 -05/13/2017,44,132
1980,SPTTC May Super Tiered Round Robin,1,WA,05/13/2017 -05/13/2017,35,173
1981,Long Island May 2017 Open,2,NY,05/07/2017 -05/07/2017,51,174
1982,MATTBC 2017 May Open,1,MA,05/07/2017 -05/07/2017,49,164
1983,Paddle Palace Club Spring Open,2,Oregon,05/06/2017 -05/07/2017,60,241
1984,California State Championship 2017,4,CA,05/05/2017 -05/07/2017,200,661
1985,HCTT Circuit 2017,0,MD,05/06/2017 -05/06/2017,23,71
1986,LYTTC May Open,2,NJ,05/06/2017 -05/06/2017,51,149
1987,Florida Orange Blossom Series Spring Classic 2017,2,Florida,05/05/2017 -05/06/2017,86,400
1988,AYTTO 2017 Table Tennis Championships,0,New York,05/05/2017 -05/05/2017,67,183
1989,2017 Arizona Closed,1,Arizona,04/29/2017 -04/30/2017,52,212
1990,2017 Kansas City Spring Open,2,MO,04/29/2017 -04/30/2017,89,391
1991,Robopong April 2017 BTTC Open,4,FL,04/29/2017 -04/30/2017,104,412
1992,Westchester 2017 April Open,4,New York,04/29/2017 -04/30/2017,119,449
1993,2017 Indiana State Championship,1,Indiana,04/29/2017 -04/30/2017,51,204
1994,American Legal Net Cup Open,4,CA,04/29/2017 -04/30/2017,179,559
1995,2017 ITTF North American Hopes ,0,,04/29/2017 -04/30/2017,43,151
1996,2017 Wisconsin in Closed State Championships,1,WI,04/29/2017 -04/29/2017,55,178
1997,2017 DFWTT Spring Open,2,TX,04/29/2017 -04/29/2017,73,253
1998,AACCT April 2017 Open,0,New York,04/23/2017 -04/23/2017,55,164
1999,RITTA Spring Open Tournament,1,Rhode Island,04/23/2017 -04/23/2017,43,143
2000,2017 Milcreek Giant Round Robin,2,PA,04/22/2017 -04/23/2017,91,501
2001,2017 Triangle April Open,2,NC,04/22/2017 -04/22/2017,38,133
2002,2017 Salt Lake City Open,2,Utah,04/22/2017 -04/22/2017,54,149
2003,Princeton Pong April Open,2,NJ,04/22/2017 -04/22/2017,42,130
2004,2017 Muskegon Open,2,MI,04/22/2017 -04/22/2017,21,71
2005,LATTA Open April 2017,2,CA,04/22/2017 -04/22/2017,53,175
2006,NYITTC April 2017 Open,2,New York,04/16/2017 -04/16/2017,30,101
2007,2017 Fremont April Open,2,CA,04/14/2017 -04/16/2017,74,174
2008,2017 Austin Spring Classic RR,2,TX,04/15/2017 -04/15/2017,66,323
2009,Charlotte $1100 Loopalalooza,2,North Carolina,04/15/2017 -04/15/2017,33,133
2010,2017 NJTTC April Giant RR,2,NJ,04/09/2017 -04/09/2017,21,72
2011,Chicago Table Tennis League Playoff,0,Illinois,04/09/2017 -04/09/2017,27,38
2012,2017 Big Island Open,2,HI,04/08/2017 -04/09/2017,17,54
2013,2017 Alameda Spring Open,2,CA,04/08/2017 -04/09/2017,115,392
2014,83rd Michigan Championships,2,MI,04/08/2017 -04/09/2017,91,412
2015,2017 PA State Championships,2,pa,04/08/2017 -04/09/2017,70,271
2016,MDTTC Butterfly April Open,3,MD,04/08/2017 -04/08/2017,71,274
2017,2017 Minnesota Open,2,MN,04/08/2017 -04/08/2017,55,170
2018,NYISC April 2017 Over 40 Open,2,New York,04/02/2017 -04/02/2017,11,29
2019,California Northern Regional Hopes Training Camp and Trial,0,CA,04/01/2017 -04/02/2017,15,27
2020,DAC April Open 2017,3,Michigan,04/01/2017 -04/02/2017,55,261
2021,Butterfly Cary Cup,4,NC,03/30/2017 -04/02/2017,203,1310
2022,Clearwater Spring Open,2,FL,04/01/2017 -04/01/2017,65,246
2023,2017 BTTC Spring Open,0,WA,03/25/2017 -03/26/2017,68,266
2024,Golden Western Open,2,Ca,03/25/2017 -03/26/2017,54,163
2025,Westchester 2017 March Open,4,New York,03/25/2017 -03/26/2017,114,473
2026,New Jersey Regional Hopes Training Camp and Trial,0,New Jersey,03/25/2017 -03/26/2017,18,55
2027,2017 National Team Trials,4,NC,03/24/2017 -03/26/2017,30,78
2028,2017 Des Moines Open,2,IA,03/25/2017 -03/25/2017,53,222
2029,2017 Butterfly WDCTT March Open,2,DC,03/25/2017 -03/25/2017,40,167
2030,Vegas Valley Over-40 Open 2017,2,NV,03/25/2017 -03/25/2017,21,84
2031,LATTA Open March 2017,2,CA,03/25/2017 -03/25/2017,43,150
2032,Spring Open,1,IL,03/25/2017 -03/25/2017,55,191
2033,2017 Alabama Teams Championships,2,AL,03/25/2017 -03/25/2017,48,120
2034,TT&M March Madness,1,Arizona,03/19/2017 -03/19/2017,20,69
2035,GHTTC March 2017 Open,2,CT,03/19/2017 -03/19/2017,20,76
2036,AACCT March 2017 Open,0,New York,03/19/2017 -03/19/2017,55,171
2037,53rd Robo Pong St. Joseph Valley Open,3,IN,03/18/2017 -03/19/2017,136,614
2038,Orlando's Annual Winter Open 2017 ,2,FL,03/18/2017 -03/18/2017,75,340
2039,Fourth Annual Laguna Hills High School Open,2,CA,03/18/2017 -03/18/2017,63,171
2040,11th Annual Bill Mason Memorial Tournament,1,OR,03/18/2017 -03/18/2017,63,220
2041,Princeton Pong March Open,2,NJ,03/18/2017 -03/18/2017,60,193
2042,Texas Wesleyan University Open,1,Texas,03/18/2017 -03/18/2017,77,275
2043,2017 Hopes Qualifier Tournament - South Central Region,0,TX,03/18/2017 -03/18/2017,10,16
2044,Chicago Table Tennis League Week 10,0,Illinois,03/12/2017 -03/17/2017,31,33
2045,2017 USATT Hopes & Jr Tournament- Grace Lin TTC,0,CA,03/12/2017 -03/12/2017,36,103
2046,"LYTTC ""FIT"" Open",2,NJ,03/11/2017 -03/12/2017,99,355
2047,2017 New Hampshire RR Open,1,NH,03/11/2017 -03/11/2017,52,161
2048,Winter Challenge 2 Star Open,2,VA,03/11/2017 -03/11/2017,32,169
2049,Sacramento Winter Open - 3 Player Team & Giant RR Single,2,CA,03/11/2017 -03/11/2017,149,521
2050,MCC Spring Open,2,IN,03/11/2017 -03/11/2017,51,176
2051,Chicago Table Tennis League Week 9,0,Illinois,03/05/2017 -03/11/2017,43,46
2052,NYTT March 2017 Open`,1,NY,03/05/2017 -03/05/2017,19,64
2053,2017 JAMTOWN Spring Open,2,IA,03/05/2017 -03/05/2017,53,163
2054,2017 NJTTC March Giant RR,2,NJ,03/05/2017 -03/05/2017,18,59
2055,2017 Arnold Table Tennis Challenge,4,Ohio,03/03/2017 -03/05/2017,289,1508
2056,Bob Brickell Giant Round Robin Tournament,2,New York,03/03/2017 -03/05/2017,59,370
2057,HCTT Circuit 2017,0,MD,03/04/2017 -03/04/2017,24,87
2058,Atlanta Giant Round Robin,2,Georgia,03/04/2017 -03/04/2017,65,289
2059,2017 USATT Hopes Camp and Tournament - MDTTC,0,MD,03/04/2017 -03/04/2017,21,53
2060,Chicago Table Tennis League Week 8,0,Illinois,02/26/2017 -03/04/2017,37,42
2061,Westchester 2017 February Open,4,NY,02/25/2017 -02/26/2017,151,544
2062,Arkansas Closed,2,AR,02/25/2017 -02/25/2017,26,114
2063,LATTA Thanh Banh Memorial Open,2,CA,02/25/2017 -02/25/2017,56,178
2064,Trolley Car TTC February 2017 Open,2,PA,02/25/2017 -02/25/2017,64,224
2065,El Paso Winter Giant RR,2,TX,02/25/2017 -02/25/2017,14,59
2066,February Open,0,MI,02/25/2017 -02/25/2017,19,79
2067,Chicago Table Tennis League Week 7,0,Illinois,02/19/2017 -02/25/2017,43,44
2068,AACCT February 2017 Open,0,New York,02/19/2017 -02/19/2017,58,193
2069,2017 Arizona Open & Giant RR,2,AZ,02/18/2017 -02/19/2017,65,340
2070,2017 February Over 40 Tour,2,NC,02/18/2017 -02/18/2017,37,148
2071,Princeton Pong February Open,2,NJ,02/18/2017 -02/18/2017,66,220
2072,2017 SPTTC February Open,0,WA,02/18/2017 -02/18/2017,48,193
2073,MDTTC Butterfly February Open,2,MD,02/18/2017 -02/18/2017,83,304
2074,Joseph Bae Open,2,CA,02/18/2017 -02/18/2017,63,202
2075,Florida Orange Blossom Series Winter Classic 2017,2,FL,02/17/2017 -02/18/2017,121,574
2076,$3000 Newgy Ohio Open 2017,2,OH,02/17/2017 -02/18/2017,92,544
2077,Chicago Table Tennis League Week 6,0,Illinois,02/12/2017 -02/18/2017,38,36
2078,2017 NJTTC February Giant RR,2,NJ,02/12/2017 -02/12/2017,15,51
2079,Robopong February 2017 BTTC Team Tournament,4,FL,02/11/2017 -02/12/2017,97,399
2080,Paddle Palace Club Inaugural Winter Open,2,OR,02/11/2017 -02/12/2017,60,208
2081,Rose City Groundhog RR,1,TX,02/11/2017 -02/11/2017,23,78
2082,2017 Winter State Games of Oklahoma,0,Ok,02/11/2017 -02/11/2017,33,107
2083,2017 Cedar Rapids Winter Open,2,IA,02/11/2017 -02/11/2017,42,230
2084,Think Spring Giant Round Robin,1,IN,02/11/2017 -02/11/2017,20,90
2085,Chicago Table Tennis League Week 5,0,Illinois,02/05/2017 -02/10/2017,51,56
2086,NYITTC Feb 2017 Open,2,NY,02/05/2017 -02/05/2017,22,82
2087,CTT Chinese New Year Over 40,2,CA,02/05/2017 -02/05/2017,39,85
2088,LYTTC 5th Savona Tile Cup,2,NJ,02/05/2017 -02/05/2017,37,124
2089,XXIII Butterfly Cape Fear Open,1,NC,02/04/2017 -02/04/2017,22,68
2090,Chicago Table Tennis League Week 4,0,Illinois,01/29/2017 -02/04/2017,43,50
2091,RITTA Winter Open Tournament,1,RI,01/29/2017 -01/29/2017,47,128
2092,Westchester 2017 January Open,4,NY,01/28/2017 -01/29/2017,166,632
2093,2017 Iowa Winter Games,0,IA,01/28/2017 -01/28/2017,15,37
2094,2017 Minnesota State Table Tennis Championships,2,MN,01/28/2017 -01/28/2017,100,410
2095,Mid Florida Table Tennis Tour,2,FL,01/28/2017 -01/28/2017,43,200
2096,Chicago Table Tennis League Week 3,0,Illinois,01/22/2017 -01/28/2017,50,54
2097,2017 Triangle Winter Two Person Teams Tournament,4,NC,01/21/2017 -01/22/2017,99,325
2098,Chinese New Year Open,1,IL,01/21/2017 -01/21/2017,57,187
2099,LATTA Open January 2017,2,CA,01/21/2017 -01/21/2017,49,182
2100,2017 Austin Winter Open,3,TX,01/21/2017 -01/21/2017,92,315
2101,Chicago Table Tennis League Week 2,0,IL,01/16/2017 -01/20/2017,36,39
2102,AACCT Jan 2017 Open,0,NY,01/15/2017 -01/15/2017,45,114
2103,North West LA Open,2,CA,01/15/2017 -01/15/2017,52,148
2104,2017 NJTTC Jan Giant RR,2,NJ,01/15/2017 -01/15/2017,12,35
2105,2017 Aurora Cup,4,IL,01/13/2017 -01/15/2017,263,1126
2106,17th Annual Pensacola Winter Open,2,FL,01/14/2017 -01/14/2017,58,252
2107,2017 TX Winter Games,2,TX,01/14/2017 -01/14/2017,68,226
2108,Butterfly East Gate Open,0,VA,01/14/2017 -01/14/2017,15,96
2109,Chicago Table Tennis League Week 1,0,Chicago,01/08/2017 -01/12/2017,45,52
2110,NJ Chinese Cultural Academy Table Tennis Open,2,NJ,01/08/2017 -01/08/2017,45,102
2111,HCTT Circuit 2017,0,MD,01/07/2017 -01/07/2017,19,67
2112,Michigan New Year's Winter Open,2,MI,01/07/2017 -01/07/2017,32,143
2113,2016 US Open,5,NV,12/12/2016 -12/17/2016,764,4537
2114,Westchester 2016 December Open,4,NY,12/10/2016 -12/11/2016,114,474
2115,South Florida Newgy RoboPong US Open Warm-Up,4,FL,12/09/2016 -12/11/2016,85,366
2116,2016 Butterfly WDCTT December Open,2,DC,12/10/2016 -12/10/2016,38,137
2117,OCTTA - Pre US Open Warm Up,2,CA,12/10/2016 -12/10/2016,58,140
2118,2016 Bay Area Pre-US Open Open,2,IA,12/05/2016 -12/05/2016,24,73
2119,2016 NJTTC December Giant RR,2,NJ,12/04/2016 -12/04/2016,14,50
2120,LATTA Open December,2,CA,12/04/2016 -12/04/2016,30,88
2121,CCCF December Open 2016,0,NY,12/04/2016 -12/04/2016,40,114
2122,Houston Grand Prize CAP Open,2,Tx,12/03/2016 -12/04/2016,64,162
2123,2016 Valley of the Sun Open,1,AZ,12/03/2016 -12/04/2016,66,282
2124,ICC Butterfly California State Open,4,CA,12/02/2016 -12/04/2016,215,774
2125,2016 Holiday Two-Stage Giant RR,1,IN,12/03/2016 -12/03/2016,21,83
2126,2016 MTTC December Team Open,1,Shorewood,12/03/2016 -12/03/2016,31,114
2127,2016 Triangle December Open,2,NC,12/03/2016 -12/03/2016,48,162
2128,2016 Wichita Davis Cup Team Tournament,2,KS,12/03/2016 -12/03/2016,34,115
2129,Massachusetts State Championship,2,MA,12/03/2016 -12/03/2016,51,152
2130,2016 Butterfly Thanksgiving Teams,4,,11/25/2016 -11/27/2016,222,1773
2131,2016 JOOLA NA Teams,4,MD,11/25/2016 -11/27/2016,694,6093
2132,Westchester 2016 November Open,4,New York,11/19/2016 -11/20/2016,116,470
2133,2016 Cedar Rapids Fall Open,2,IA,11/19/2016 -11/19/2016,45,183
2134,Florida State Closed 2016,2,FL,11/19/2016 -11/19/2016,66,259
2135,LATTA Open November 2016,2,CA,11/19/2016 -11/19/2016,41,126
2136,2016 Triangle November Open,2,NC,11/19/2016 -11/19/2016,36,131
2137,Pittsburgh Amateur Ping Pong Festival,2,PA,11/19/2016 -11/19/2016,54,195
2138,2016 Washington State Closed Championship,1,WA,11/19/2016 -11/19/2016,42,122
2139,Orange County TTA Open,2,CA,11/19/2016 -11/19/2016,108,260
2140,Trump's Time North West LA Open,1,CA,11/13/2016 -11/13/2016,52,155
2141,2016 MATTBC November Open,1,MA,11/13/2016 -11/13/2016,50,158
2142,2016 Kansas City Table Tennis Fall Classic,2,KS,11/12/2016 -11/13/2016,60,258
2143,Texas State Championship,2,TX,11/12/2016 -11/13/2016,72,295
2144,26th FIT Newgy Open,2,New York,11/12/2016 -11/13/2016,138,456
2145,2016 Stiga Portland Open,1,OR,11/12/2016 -11/13/2016,123,483
2146,Denver Table Tennis Alliance MENSUAL,0,CO,11/12/2016 -11/13/2016,24,91
2147,Potomac 2016 Fall Open,2,MD,11/12/2016 -11/13/2016,75,309
2148,2016 Fremont November Open,2,CA,11/11/2016 -11/13/2016,65,162
2149,NYITTC November Open,0,NY,11/06/2016 -11/06/2016,41,120
2150,GHTTC November 2016 Open,2,CT,11/06/2016 -11/06/2016,24,91
2151,Princeton Pong November Open,2,NJ,11/06/2016 -11/06/2016,45,154
2152,2016 Hawaii Island Open,2,HI,11/04/2016 -11/06/2016,52,324
2153,Atlanta Giant Round Robin,2,GA,11/05/2016 -11/05/2016,60,281
2154,1st Annual Mark Nordby Memorial,2,TX,11/05/2016 -11/05/2016,15,60
2155,Fall Open,1,IL,11/05/2016 -11/05/2016,71,179
2156,HCTT Circuit November 2016,1,MD,11/05/2016 -11/05/2016,22,89
2157,DFWTT Fall Open,2,TX,11/05/2016 -11/05/2016,74,349
2158,2016 NJTTC November Giant RR,2,NJ,11/05/2016 -11/05/2016,16,42
2159,TT and M October Open,1,Arizona,10/30/2016 -10/30/2016,26,90
2160,Westchester 2016 October Open,4,New York,10/29/2016 -10/30/2016,131,510
2161,2016 Glendale Friendship Games,2,CA,10/29/2016 -10/30/2016,84,279
2162,Trolley Car TTC October 2016 Open,2,PA,10/29/2016 -10/30/2016,42,151
2163,2016 Edgeball Chicago International Table Tennis Open,5,IL,10/29/2016 -10/30/2016,296,1253
2164,Capital Plastics Open,2,TX,10/29/2016 -10/30/2016,72,230
2165,Sacramento Fall Fun For All Open,2,CA,10/29/2016 -10/29/2016,132,482
2166,22nd Butterfly Cape Fear Open,0,NC,10/29/2016 -10/29/2016,23,73
2167,Florida Orange Blossom Series Fall Classic 2016,2,Florida,10/28/2016 -10/29/2016,80,328
2168,Robopong October 2016 Broward TTC Open,3,FL,10/22/2016 -10/23/2016,119,485
2169,2016 Bellevue Fall Open,0,WA,10/22/2016 -10/23/2016,75,309
2170,South Shore Sports and Butterfly Championships 2016,3,Indiana,10/22/2016 -10/23/2016,137,631
2171,Southeastern Open,4,NC,10/21/2016 -10/23/2016,77,375
2172,2016 MDTTC Butterfly October Open,2,MD,10/22/2016 -10/22/2016,67,223
2173,Joseph Bae Open,2,CA,10/22/2016 -10/22/2016,50,170
2174,2016 Millcreek Open,2,PA,10/22/2016 -10/22/2016,94,478
2175,NYISC October 2016 Over 40 Open,2,NY,10/16/2016 -10/16/2016,16,45
2176,2016 MATTBC October Open,1,MA,10/16/2016 -10/16/2016,64,218
2177,2016 Santa Fe Open ,2,NM,10/15/2016 -10/16/2016,61,246
2178,LATTA Open October 2016,2,CA,10/15/2016 -10/15/2016,60,216
2179,2016 Austin Fall Classic Round Robin Table Tennis Tournament,2,TX,10/15/2016 -10/15/2016,67,303
2180,NJTTC 2016 October Giant RR,2,NJ,10/09/2016 -10/09/2016,17,60
2181,Charlotte Loopalalooza,2,NC,10/08/2016 -10/09/2016,32,145
2182,31st Annual Bernard Hock Open,2,IN,10/08/2016 -10/09/2016,47,217
2183,Rose City Pumpkin Open,1,Texas,10/08/2016 -10/08/2016,18,50
2184,2016 Newgy & Wang Open,2,Tennessee,10/08/2016 -10/08/2016,52,191
2185,Cedar Rapids 3-Man Team Championships 2016,3,Iowa,10/08/2016 -10/08/2016,41,77
